result,評価項目,評価表現,評判情報
"",画質,が良いと,まず、ハイビジョンだから無条件に画質が良いと感じるのはメーカーの策略に陥っている証拠です。
"",画質,は満足です,小さいし、42のプラズマで見ても画質は満足です。
"",画質,も良いです,前に使っていたのは古かったせいもあるかもしれませんが、かなり使いやすくて画質も良いです。
"",画質,は最高です,年末にこの液晶テレビの購入もするので、今は綺麗かどうかの判断は出来ないのですが、価格も84500円のポイント15繻ォ付きだったので、アクセサリー関係も全て込みで、116000円で買いました、安かったのもとても魅力でした、画質は最高です。
"",画質,は最高です,それにしても、画質は最高です。
"",画質,が良いです,一般カメラと比べると画質が全然良いです。
"",画質,もよく,高コントラストで非常に画質もよく、エンジン「ビオンズ」が非常に良く効いている。
"",画質,はいいです,画質は絵づくりも含めてとてもバランスがいいです。
"",画質,は良いです,画質は、確かに四隅の解像度は良いとはいえませんが、IXY900ISの四隅流れよりは、全然良いです。
"",画質,はいい,やはり画質はいい。
"",画質,も満足しています,タッチパネルも使い勝手がよく、DVDへのダイレクト書き込みや、PCへの取り込みも予想以上に早く、画質も予想以上でかなり満足しています。
"",画質,が悪い,・思っていたより画質が悪い。
"",画質,は良いと,画質はとても良いと思います。
"",画質,もありません,画質も申し分ありません。
"",画質,は良く,画質は非常に良く、満足しています。
"",画質,が悪い,プリントしたときの画質が悪い。
"",画質,は良い,画質はそれほど良い。
"",画質,は良いと,ISOに関していえば、高感度域での画質はファインピクスが良いと思います。
"",画質,もなく,画質も高感度で今のところ室内でも問題なく使用できました。
"",画質,は思います,音質にこだわる、画質は必要充分でOK、使い勝手を重視、なら、とてもよい商品だと思います。
"",画質,は良いと,画質は、わたしはとても良いと思いました。
"",画質,が良いので,HD1AはHDサイズで撮影し42インチのプラズマTVで見ていますが最初に見た時は画質が良いのでちょとビックリしました、このサイズのMPEGムービーでここまで撮れちゃうなんて感動ものです。
"",画質,はあるので,画質は、CANONが定評があるので、今は、CANON版ハイビジョンZactiの登場に期待しています。
"",画質,にある,画質に不満のある人は32インチ液晶以上で見ているのでしょう。
"",画質,はあります,静止画の画質は少し暗い印象があります。
"",画質,はします,液晶は大きくて見やすいですが、画質はあまりよくない気がします。
"",画質,は良く,画質は良く、後で見た最に撮って良かったと思いました。
"",画質,が良いと,購入時の対抗馬として、好きなブランドであるpanaとも比較しましたが、私的にHD1000をチョイスして良かったなと思っていますそして圧倒的に画質が良いと思いました。
"",画質,があり,この機種に何を求めるかによって評価は別れると思うのですが、手軽に動画も静止画も撮影できてそこそこの画質があり、現時点で扱いに苦慮するfullHDデータはXactiライブラリが魅力的です。
"",画質,があるので,光量によって画質がかなり差があるので、快晴の中で撮影したいが、この液晶だけは評価できない。
"",画質,もいい,値段が値段だけに期待してませんでしが、見た目も画質もいい感じでした。
"",画質,もありません,まずボディの大きさ相応に液晶画面が大きく、画質も申し分ありません。
"",画質,が良い,画質がとても良い。
"",画質,も良いです,画質も、FZ7と違って発色も良く解像感も良いです。
"",画質,が良く,キャノンGシリーズより750Zの方が画質が良く、今も手放せません。
"",画質,は思います,画質は、趣味や記録で使うなら充分だと思います。
"",画質,はいい,画素が限定されるがデジタルズームよりは画質はいい。
"",画質,は良いです,まだ使いこなせて無い感はありますが、画質はかなり良いです。
"",画質,は思います,画質はライカレンズということに多くを期待しなければ不満を覚えることは少ないと思います。
"",画質,が悪い,撮影した写真をPC画面で見るとIXY300万画素よりも明らかに画質が悪い。
"",画質,は良く,それよりも、屋外の明るい場所での画質はとても良く、得意分野を生かす使い方が良いと思います。
"",画質,はいいです,でも3CCDの恩恵なのか、屋外での画質はとてもいいです。
"",画質,はありません,画質は申し分ありません。
"",画質,も良いです,画質も、思っていたよりずっと良いです。
"",画質,が良い,・操作性が俊敏・明るいところでの画質が良い。
"",画質,も満足しています,連写では子供のドリブルシーンから相手を抜きシュートにいたるまで、4コマ漫画のように撮ることが出来、非常に面白いし、画質も大変満足しています。
"",画質,はありませんが,明るい所での画質は問題ありませんが暗いシーンでのノイズの多さ、出方が気になります。
"",画質,はありますが,画質はパナらしいノイジーな部分もありますが、所有した歴代FZの中では低感度高感度共に一番良いです。
"",画質,は良いです,デザインが綺麗だし、画質は良いです。
"",画質,が悪い,ただ、写真撮影では色が全体的に白すぎるような感じと画質が悪い。
"",画質,は思います,素人目での判断になりますが、操作性や画質はほとんど問題なく、商品の特徴である、コンパクトさや軽量さはほかのメーカーに比べて満足できると思います。
"",画質,もよく,画質もよく、A3プリントにも十分に対応します。
"",画質,もありません,もちろん画質も問題ありません。
"",画質,が悪い,液晶:大きさはいいけど、画質が悪い。
"",画質,の良い,とにかく携帯性の良いカメラでなおかつ画質の良い安いカメラを…と思って購入したわけですが、GS300はまさに望み通りでした。
"",画質,もあり,画質も3CCDということもあり、この価格帯ではかなり良い方だと思います。
"",画質,は思います,しかし、散々指摘されているように、高感度での画質はもうひとつと思います。
"",画質,もよく,画質もよく、バッテリーの持ちがいいので携帯してますよ
"",画質,はします,「画質」___望遠側の画質は惚れ惚れします。
"",画質,が良い,◎新開発のLiveMOSセンサーの画質がなかなか良い。
"",画質,は思います,画質は、素晴らしいと思います。
"",画質,は満足です,画質は、オリンパス特有のこってり感があって、満足です。
"",画質,も良いと,それに画質も自分は良いと思っています。
"",画質,もよく,作りがしっかりしていて、色合いも、画質もよく、使えば使うほど愛着が湧いてくる、とっても魅力的なカメラだと思います。
"",画質,が良く,コストパフォーマンスを追求した機種でありながら、画質が良く、操作性も評価できる。
"",画質,も思います,画質も、見たままの自然な色合いで細部までくっきりした画が好みの方には、低感度・高感度ともに最良の部類に入るのではないかと思います。
"",画質,はないです,画質は文句ないです。
"",画質,はありません,画質は月刊誌に書かれているほど悪い印象はありません。
"",画質,がいいです,またオリンパスはかなり前からですがJPEGの圧縮率が低く、JPEG保存時の画質がかなりいいです。
"",画質,はいいと,画質はいいと思いますしオリンパスは好きなので、最終的には購入してよかったと思います。
"",画質,も良く,画質もとても良く、5年前から使っているサイバーショットがあり、当時は満足していましたが、P5100と比べると眠いような(良くいうとマイルドな)印象を受けます。
"",画質,は素晴らしいです,画質は最高です(特にマクロにしたら極め細かい所まで撮れます)風景や人物を撮るのに本当に素晴らしいです。
"",画質,も満足しています,特に写真マニアではないので画質も十分満足しています。
"",画質,が悪い,画質が大変悪い。
"",画質,はあります,とのことで、画質は3点としてあります。
"",画質,が良いと,ノイズ除去「する」と「しない」とで比較してみましたが、ISO800以上はノイズ除去したほうが断然画質が良いと感じました。
"",画質,はありません,D300のデザインはカメラとしてもmonoとしても近年最高の作品だと思います画質は申し分ありません。
"",画質,もいいです,総合的に表面加工も質が良く、画質もいいです、解像度不満なし、12-24mmほしいが、純正の値段お考えるという場はい、コストパフォーマンス高いです。
"",画質,は感じます,明るい場所での画質は十分ですが、他の方も仰る通り、ISO高感度の場合の画質はあまり良くないように感じます。
"",画質,もいいです,手振れも全く気になりませんし、画質もいいです。
"",画質,がいい,画質がいい。
"",画質,はありません,画質は文句ありません。
"",画質,は良いです,画質はとても良いです。
"",画質,は満足です,画質は、スナップ、記録としては、とても満足です。
"",画質,は思います,好みもありましょうが、実売で3倍の価格の17-35mmより画質はよいように思います。
"",画質,は良いです,はじめてのデジタル一眼レフなので細かいことは言えませんが、画質はとても良いです。
"",画質,が良い,マクロズームができること、画質が良いことなどをここで拝見して、試しにサンプル撮影に持っていったら…めちゃくちゃキレイでした!!
"",画質,は良く,画質は大変良く、ボケ味を抜きにすれば素人の私には一眼レフとの区別がつかないほどです。
"",画質,は最高です,画質は、シャープでクリアであり、ボケ具合も最高です。
"",画質,は良いですね,画質は良いですね。
"",画質,は最高,値段も手ごろで画質は最高。
"",画質,が良い,●期待以上に画質が良い。
"",画質,はありません,画質は申し分ありません。
"",画質,も良い,色味が自然で、画質も良い。
"",画質,はいいですね,画質ISO100での画質はいいですね。
"",画質,が悪い,私個人はカメラはあくまで写真を撮る道具なので画質が悪い点には納得行きません。
"",画質,も思います,画質も私的には非常にスバラシイと思います。
"",画質,は良いと,この価格帯のデジカメの画質は、どのメーカーの機種でも十分に良いと思います。
"",画質,は思います,画質はキャノンはノッペリ感が強いように思います。
"",画質,はありません,画質は晴天屋外に関しては申し分ありません。
"",画質,も良い,カバーが付いているのは有難いし、画質も良い。
"",画質,もいいです,画質もとてもいいです。
"",画質,も良い,低価格と軽量ボディで携帯性しやすいのに、画質も良い。
"",画質,を考えると,価格、画質を考えるとG9やGRD竇。などコンデジ上位機種より、お買い得ですね。
"",画質,も良い,・風景も室内も細かく言わない限り画質も良い。
"",画質,が良い,・広角端の画質が非常に良い。
"",画質,にありません,ただ、600万画素ながら、結構色も良く出たり画質に不満はありません。
"",画質,があると,もし仮に(実際はそんなことはないのですが)撮れる画質がEOS40Dと同程度だとしても、「写真機」として比べれば価格差に見合う価値はあると思います。
"",画質,は感じます,画質は日中の画質は非常に良く感じます。
"",画質,は感じます,画質は日中の画質は非常に良く感じます。
"",画質,は最高です,画質は最高です。
"",画質,もなく,また画質も申し分なく写真に立体感があり、味のある写真撮影が可能かと思います。
"",画質,は良いと,画質は良いと思っています。
"",画質,は良いですね,こういう画質は、数年後に見た時もがっかりすることが少なくて、思い出を蘇らせるしっかりとした記録になるので良いですね。
"",画質,が良い,軽くコンパクトでしかも寄れて画質が良い標準レンズです。
"",画質,が良いので,ていうか本当はそれ以上に画質が良いので4.5点。
"",画質,に満足しています,まだ性能を活かしきれていないと思いますが、フォーカスの精度、逆光でのフレアの少なさ、開放での画質に大変満足しています。
"",画質,も満足しています,そもそもメカ部分を重視で購入しましたので・・・でも私的には画質も十分満足しています。
"",画質,は思います,好みもありましょうが、17-35mmf2.8ズームのワイド端より画質はよいように思います。
"",画質,がいい,18mm〜55mmのズームレンズも、予想以上にシャープに描写し、画質がいい。
"",画質,が良い,但し子供の撮影にはもっとソフトな画質が良い。
"",画質,が良くて,画質が良くて、値段も安い!
"",画質,は良いと,画質は値段からするとかなり良いと思います
"",画質,はいいと,画質は、非常にいいと思います。
"",画質,はあり,デジタル一眼の画質は素材としての扱いやすさ重視ということで、地味な画質になっている機種もあり、一般ユーザーでは不満に思う人も多いようですが、本機はそうではありません。
"",画質,といい,値段の安さといい画質といい不満点はありませんねニコンは銀塩時代から一眼を使って居ます。
"",画質,が良く,2．高感度にしても画質が良く、いつも綺麗な写真が撮れる
"",画質,はいい,ピーキーな分割測光と派手目な味付けではあるが、かなり画質はいい。
"",画質,がいい,上位機種のキットレンズですが、D40ともバランスが良くなにより値段の割に画質がいい。
"",画質,は良いと,私は個人的に、画質はD40が一番良いと思います。
"",画質,は思います,コンデジ高級機と変わらない価格でこの画質は、抜群のコストパフォーマンスだと思います。
"",画質,は思います,画質は屋外での撮影であれば大変良いと思います。
"",画質,も良いです,見た目も高級感があり、画質も良いです。
"",画質,もいいです,画質もとてもいいです。
"",画質,が良い,一番価格が安かった機種が一番自分の求めていた機種であり画質が良い機種であったことに違和感を覚えつつ結果万々歳ということでNikonのこの後継機種に期待しつつも(でるかわかりませんが)この路線を維持、発展させてもらいたいです。
"",画質,がいい,コンパクトカメラで犬も杓子も画質がいい機種、銀塩一眼カメラで目が肥えた方でコンパクトデジタルカメラも1台という方にオススメできる機種です。
"",画質,はありません,画質は晴れた日は文句のつけようがありません。
"",画質,はありますが,画質は、ズームのばあいあまり気にしないこともありますが、遜色ありません。
"",画質,は良い,画質はA4位まではかなり良い。
"",画質,も良く,液晶のOFFが撮影モードで出来ないのは不便ですが、画質も良く、ホワイトバランスも良いし、コンパクトで良いカメラです。
"",画質,が良いです,細かいことは忘れましたが画質がとても良いです。
"",画質,は良いです,・思った以上に画質は良いです。
"",画質,も満足しています,画質も自然で満足しています。
"",画質,はありません,画質は悪くありません。
"",画質,はいいと,画質はいいと思います。
"",画質,は最高です,携帯性を重視して本機を購入しましたが、やはり画質は最高です。
"",画質,は良いですね,画質は3年前のカメラと考えると結構良いですね。
"",画質,は良いと,画質は、太陽光の下ではこのサイズと価格を考えると、非常に良いと思います。
"",画質,は思います,画質はリコー感性を引き継いでいて、言うまでもないと思います。
"",画質,は良いです,画質は思った以上に良いです。
"",画質,は思います,画質は、CCDが小さい割りに良い写真が撮れると思います。
"",画質,はないです,良い点デザイン，画質は申し分ないです。
"",画質,はありません,(SDカードはクラス6のモノです)画質は素人目には問題ありません。
"",画質,は良いです,2．画質は良いです。
"",画質,が悪い,残念なのは画質が悪いこと。
"",画質,は良い,手ぶれ防止、画質は良い。
"",画質,はあり,もちろん画質は短焦点レンズの切れがあり、コンパクトデジカメとは思えないレベル。
"",画質,は思いますが,画質は賛否両論だと思いますが私はいいと思います。
"",画質,は思いますが,画質はきれいで繊細、マクロには不向きかなとも思いますが、風景描写は抜群です。
"",画質,がいい,画質が特にいい。
"",画質,を考えると,GX8のISO1600時の画質を考えるとGRならISO3200を加えてもいけそう。
"",画質,も良い,K10Dに使用してますが、カメラ側のプログラムをMTFモードにしていますから、画質も良いとこ撮りスタートです。
"",画質,はいいと,良い所は、使ってる皆さんのベタボメコメントにお任せしていいカメラながらも、もうちょっと見直して欲しい点低感度(ISO100)での画質は最高にいいとおもいますが高感度(ISO800〜)のノイズの多さは大変気になりました
"",画質,は良いですね,私は、これまでコンデジを二機種使用しておりましたがK10Dの画質は非常に良いですね。
"",画質,は良いと,他に一眼デジを持ってないので比べる物がありませんが、画質は1000万画素としてはかなり良いと思います。
"",画質,はありません,画質コンパクト機からの乗換えなので画質は比べようもありません。
"",画質,もいいです,手軽に取れるし、画質もいいです。
"",画質,もなく,画質も申し分なく、操作性も良く、作りもカッチリしていて、さらにコストパフォーマンスも良く大満足してます。
"",画質,が良いです,でもこのレンズは開放からとても安定した写りをし、絞り込んでも他のレンズよりもはるかに画質が良いです。
"",画質,もいい,そのわりには画質もけっこういい感じ。
"",画質,の良い,Pentaxをお使いで、画質の良い標準ズームをお求めの方にはお薦めです。
"",画質,にありません,オールドレンズF70-210/4-5.6+F1.7xを多用していますが、画質に不満はありません。
"",画質,はします,画質は最近の700万画素クラス(キャノン等)と似ている気がします。
"",画質,はあります,まず画質は、低感度から高感度まで評判のよいフジのコンパクト系ですら(あたりまえなのでしょうが)遠く及ばない高画質で、600万画素でも細部につぶれの無い、十分な密度感があります。
"",画質,は良いです,画質はコンデジに比べると格段に良いです。
"",画質,が悪い,5と小さいので画質が悪い。
"",画質,が良いです,画質が良いです。
"",画質,がいいです,画質がとてもいいです。
"",画質,も満足しています,明るく、コンパクトで画質も満足しています。
"",画質,は感じます,24-90mmよりも画質は上に感じます。
"",画質,はいいと,画質はかなりいいと思います。
"",画質,にありません,とはいえDL・K100Dまでは同じ600万画素ですので、絶対的な画質に差はありません。
"",画質,はあり,画質は各機種一長一短があり、各人の好みもありますから。。
"",画質,はいいです,画質はいいです。
"",画質,は思います,画質はいまのコンパクトの標準というところ、ISO400までな普通に使えると思います。
"",画質,は良い,JPEG撮りの画質はK100Dの方がはっきり良い。
"",画質,はあります,画質は若干アンダーで写る傾向があります。
"",画質,はいいと,画質は、いいと思います。
"",画質,が良く,カラーがシルバーしか無いなどで、他メーカーのオシャレなカメラと迷いましたが、プリントアウトしたときの画質が良く、説明書いらずな位の操作のしやすさにとても満足です。
"",画質,がいい,・以前S7を使っていた事がありますが、比較すると画質が凄くいい。
"",画質,もよく,まあまあこのサイズの小型軽量デジカメにしては珍しく1/1.8型CCDを搭載し、画質もよく、MFも可能です。
"",画質,はいいです,・商品価格にしては、画質はいいです。
"",画質,はいいです,画質はわりといいです。
"",画質,も良い,マクロにしなくてもズームで10センチ以上から撮れて画質もそこそこ___良い。
"",画質,も良い,必要十分の機能、自然な発色で画質も良い。
"",画質,は良い,Vレンズが意外に良いのもあって画質は意外に良い。
"",画質,も良く,画質も良く、ペット(犬)を撮影しても自然な感じ。
"",画質,に満足しています,留7Digitalを愛用していますが、被写体によっては多少黄色がかる画質とアンダー目の露出(なれれば露出補正で対処可)以外はとても奥行き感、透明感のある画質に満足しています。
"",画質,は思います,画質は、最近では少な目の画素610万を上手に生かしている、と思います。
"",画質,は思いますが,画質はこの価格帯を踏まえれば十分かと思いますが上には上があると思いますのでこの程度。
"",画質,は思います,画質は、今まで多くの人達の作品を拝見しておりましたし、それらの評判通り、デジカメとしては、これ以上を期待できないくらい、十分だと思います。
"",画質,は良いです,画質は良いです。
"",画質,はありますが,画質は定評がありますが、どちらを採るかは、人それぞれだと思います。
"",画質,は思いますが,画質は良いとは思いますが、場合によってはポスターのグラフィックみたいになってしまう時があってとまどいます。
"",画質,はない,画質は文句はない。
"",画質,はあり,D200にこのCMOSフルサイズが入れば、最高なんだが、、、画質は、すべてにかんしてアドバンテージがあり、同価格帯の他の機種をリードしている。
"",画質,が良い,良い点まずなんといっても画質が良い。
"",画質,は良い,画質はフルサイズとあってかなり良い。
"",画質,に満足しています,思っていた以上の画質に満足しています。
"",画質,は良いと,画質は良いと思います。
"",画質,はいいと,画質はいいと思います。
"",画質,がいいです,ビギナーなので撮影は、ほぼ全自動モードを利用していますが、この全自動の性能、画質がとてもいいです。
"",画質,は思いますが,画質はズーム倍率の割には高画質で値段なりのものはあると思いますが、そろそろ新型に切り替えて欲しいと思います。
"",画質,はあり,画質は，さすがにCanonといった感があり大変に満足しています。
"",画質,も良いと,軽量、コンパクトにて画質も良いと今の所は満足してます
"",画質,が良いと,以前までパナソニック製であるコンパクトデジタルカメラ「FZ5」を使用していましたが、FZ5が壊れましたのでその買い替えを機に画質が良いとされているデジタル一眼レフを購入することにしました。
"",画質,は満足です,画質はフラッグシップ機&現在一番新しいということで当然ながら素晴らしく今のところ全く文句無い写りで満足です。
"",画質,も満足しています,画質も私には十分過ぎるくらいの写りと色のりに大変満足しています。
"",画質,は良く,画質は良く、デザイン、手振れ補正、顔認識ととても満足しています。
"",画質,はありますが,画質は撮るものによっては色合いを再現できない場合もありますが、十分実用範囲内です。
"",画質,も良いと,純正でない同等な画角のものと比べてはいませんが、画質も十分良いと思います。
"",画質,は思います,画質は、必ず満足できると思います。
"",画質,はないです,画質は申し分ないです。
"",画質,は良いと,あまり偉そうな事は言えないのですが、開放付近でも画質は良いと思っています。
"",画質,もなく,画質もケチの付けようがなく、自分のような素人でも、空気の透明感までもが伝わってくるような写真が撮れます。
"",画質,はあり,画質は夜ということもありかなり荒いですがそれでも動画としてはいいほうです。
"",画質,が良いです,でもこのレンズは開放からとても安定した写りをし、絞り込んでも他のレンズよりもはるかに画質が良いです。
"",画質,がいいです,特に広角側はこちらが画質がいいです。
"",画質,はいいです,ビクターのスタンダードのビデオカメラから今回ハイビジョンに変えましたが画質は非常にいいです。
"",画質,も良いと,大手量販店の店員(3人)が断然HC7よりバッテリーの持ちも画質もCANONの方が良いと勧められたので、デザインが個人的にダサすぎると思いながらもこちらを購入しました。
"",画質,は感じです,ビデオカメラの画質は、さすがキャノンといった感じです。
"",画質,はありますが,画質は、今となっては画素数に不満がありますが、A3ぐらいまでなら問題ないと思いますし、スポーツ、報道、動物写真などであればこれでいいのかもしれません。
"",画質,はします,他のメーカーのコンパクトカメラの画質は不自然なコントラストやシャープがかかりすぎたり、色かぶりが多く、素人の私でも「加工されすぎた高画質」のような気がします。
"",画質,が良い,900ISと比べて良い点は、アップの時の画質が良いこと。
"",画質,は満足です,画質は、ノイズが出にくく、オートフォーカスも速くて満足です。
"",画質,はありますが,画質は多数書き込みありますが、確かに若干F40fdに分があるように思います。
"",画質,は最高です,でも、使い方や、画質は、最高です。
"",画質,も良く,サブ機のつもりで購入したのですが、予想以上に画質も良く、操作性も良いので今のところ使用比率は半々といったところです。
"",画質,はありますが,画質は好き嫌いがありますが同等かな(ちょっぴりリコーびいきではありますが)G7からの買い増しで購入液晶画面の発色の違いに始まり、似て異なる機種だと感じます。
"",画質,はいいと,40Dや5Dの方が使いやすかったりして・・・でも画質はなかなかいいと思います。
"",画質,に満足しています,質感や操作性も良く、なにより思った以上の画質に大変満足しています。
"",画質,も良く,一眼と比べても十分画質も良く、特にWBは優秀。
"",画質,は良いと,レンズの善し悪しで違ってくると思いますが、画質は良いと思います。
"",画質,はありません,画質は、800万画素というサイズが、大きすぎもせず、小さすぎずもせず、扱いやすいので不満はありません。
"",画質,が良い,個人的にはほぼ同画素のDNよりも、画質が良い感じを受けます。
"",画質,が良い,感度を上げてもノイズが少なく、画質が良いためA4サイズ程度ならトリミングしても綺麗な写真が撮れる。
"",画質,はします,画質は、色の再現を忠実に行っている気がします。
"",画質,がいい,私はCanon10Dを使用ですが、古い機種なのでワイドよりテレの方が画質がいい(AF精度のせい!?)です。
"",画質,にある,その反面、写真が趣味であったり、画質にこだわりのある方などにとっては、いずれ大なり小なり不満が出て来るとも思われます。
"",画質,は感じません,画質は100-400ISと比べても遜色感じません。
"",画質,も良いと,ISの効果は絶大で、画質も良いと思えるので、撮影位置を考えればそれほどAF速度に頼らずいけると思います。
"",画質,が良く,画質が良く、みんな大喜び。
"",画質,が良いと,細かい不満を言えばズームスピードが遅い、望遠時F値が極端に落ちる、標準設定の「オートシャッター」、電子式手振れ補正を入れれば画像がくすむ、AV入出力とヘッドホンがメニュー切り替えなど、多々あるんですが、ここまで画質が良いとそんなこと帳消しにして余りあります。
"",画質,は思います,画質はやはりPSS45やIXY400がCCDの大きさを感じるできばえだったように思います。
"",画質,は良く,画質はとても良く、私は緑と黄色が鮮やかに感じます。
"",画質,は思います,(つたない評価・感想で済みません)画質はだいぶん良いように思います。
"",画質,は思います,画質はさすが定評のあるマクロだなと思います。
"",画質,はありません,画質は、現在使用している40Dと比べても大差ありません。
"",画質,もありません,画質も30Dと遜色ありません。
"",画質,も良く,古いからどうかなと思ったら、意外と画質も良く、ISO800のときのノイズが少なく気に入りました!!
"",画質,が良い,A1を購入するまでのつなぎとするつもりでしたが、画質が良いものですからA1の購入が遅れてしまうかもしれないですね。
"",画質,がいい,クチコミやレビューでの情報で、音質やバッテリーに評価が低いのは知っていましたが、それでも今現在コンパクトで画質がいいビデオカメラはHV-10でした。
"",画質,は良いと,画質は良いと思います。
"",画質,もいいです,購入動機となったホームページに使う切り出しの画質もとてもいいです。
"",画質,が良いので,結局、ワイコン、バッテリパックを付け、コンパクトさが損なわれてしまいますが、画質が良いので、HC-1よりこちらを持ち歩く事が多くなりました。
"",画質,が良く,といっても、画質が良く、コストパフォーマンスは抜群でこの価格でこの性能は満足です。
"",画質,はありません,仕事で使用する事のあるSONY業務用カメラHVR-Z1Jと比較しても画質は遜色ありません。
"",画質,が良い,画質が良いことはもちろんですが、シャッタースピードをマニュアル設定できる事が決め手でした。
"",画質,が良い,画質が良い。
"",画質,はいいです,1/1.8CCDで画質はいいです。
"",画質,もよく,画質もよく、きれいに撮影できます。
"",画質,は感じます,画質は、フジは硬めで私の好みに近く、IXYは軟調で人物撮影には向いているように感じます。
"",画質,はよいです,画質は本当にくっきり、鮮やか、よいです。
"",画質,も良い,他に関しては容量を食うHDよりもSDの方が画質も良く写真をメイン、サブにムービーとして使うコンデジとしては使い勝手がとても良い。
"",画質,も思います,画質もこのクラスでは満足のいくレベルだと思います。
"",画質,は満足です,画質は動画も静止画も期待通りで、満足です。
"",画質,は良いです,静止画の画質は、コンパクトデジカメとしては十分良いです。
"",画質,が良い,◎2．静止画・720p動画共に画質が良い
"",画質,もいいです,画質も、Xactiとは比較にならないくらいいいです。
"",画質,も思います,画質もこのクラスとしては、とてもきれいだと思います。
"",画質,も思います,コンパクトで使い易く、画質もそれなりだと思います。
"",画質,はします,単焦点レンズから出る画質は明らかにKDNよりも1ランク上がった気がします。
"",画質,はあるので,画質は好き嫌いがあるので、キヤノンの絵が好きなら買いです。
"",画質,も満足しています,画質も今のところ満足しています。
"",画質,も満足しています,それほど手の大きくない私にとってもKDXはやや小さかったのですが、40Dでは片手でしっかりホールドでき、画質もよく非常に満足しています。
"",画質,はいいですね,画質はいいですね。
"",画質,は良いです,画質は非常に良いです。
"",画質,はありませんが,明るいときの画質は文句ありませんが暗いところでの画質が、前のカメラ・パナソニック比べるとちょっと弱い感じがします。
"",画質,がよい,・コンデジとしては画質がよい厳密にはP5100には負けると思いますがL判印刷なのでこのレベルなら差が出ないとの判断です。
"",画質,も良い,持ちやすく軽く画質もそこそこ良い。
"",画質,は良い,画質は自然な色合いで解像度が高くとても良い。
"",画質,がいいと,デザインや質感はそこそこですが、まず画質がいいと思います。
"",画質,が良いです,色乗り、解像度が高く、単焦点並であり非常に画質が良いです。
